Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Name,CTS Full Descriptor,Unit,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Vietnam,VN,VNM,Implicit Fossil Fuel Subsidies - Local Air Pollution,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941; IMF staff estimations.",ECGFTIL,Implicit; Local Air Pollution,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Local Air Pollution",Percent of GDP,2.78787538916177,3.33955181530208,3.43271949951287,3.89182608081062,4.32037766496297,4.46037176588657,4.32501096604467,4.14582908579237,4.44330637370419,4.60522627127587,4.85999203760674,5.06075308880499,5.27354670838636,5.48417370688089,5.68244725070003,5.88096242677977
Vietnam,VN,VNM,Implicit Fossil Fuel Subsidies - Local Air Pollution,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941; IMF staff estimations.",ECGFTIL,Implicit; Local Air Pollution,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Local Air Pollution",USD at constant 2021 prices,7464135182.0,9426354356.0,10448800270.0,12656409340.0,15054658400.0,16000022580.0,15914050850.0,16322875360.0,18572265280.0,20511631760.0,23096334560.0,25669910930.0,28550507260.0,31690133240.0,35046891190.0,38713669940.0
Vietnam,VN,VNM,Implicit Fossil Fuel Subsidies - Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941; IMF staff estimations.",ECGFTIN,Implicit; Natural Gas,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Natural Gas",Percent of GDP,0.383402013881007,0.434312829230617,0.386869752323585,0.379222461594243,0.382864739121326,0.360831394561142,0.36439755567272,0.360799969013355,0.397341274405897,0.427995362135972,0.463638008854585,0.50055933344505,0.543750813921916,0.575594550806701,0.597209664422131,0.616237408398756
Vietnam,VN,VNM,Implicit Fossil Fuel Subsidies - Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941; IMF staff estimations.",ECGFTIN,Implicit; Natural Gas,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Natural Gas",USD at constant 2021 prices,1026503721.0,1225909001.0,1177586684.0,1233250049.0,1334118984.0,1294356337.0,1340815382.0,1420534422.0,1660818979.0,1906287063.0,2203365455.0,2539012135.0,2943817969.0,3326055844.0,3683332410.0,4056616911.0
Vietnam,VN,VNM,Implicit Fossil Fuel Subsidies - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941; IMF staff estimations.",ECGFTIP,Implicit; Petroleum,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Petroleum",Percent of GDP,5.33705714554106,6.39529939509177,6.81693652139034,7.21041322310827,7.48547977799269,7.54945155346166,7.63296391940297,7.53859775778603,7.63322202816861,7.7769015736452,7.96459671446067,8.15179196033397,8.38350965753033,8.61446355004006,8.82492649292995,9.03347301485064
Vietnam,VN,VNM,Implicit Fossil Fuel Subsidies - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941; IMF staff estimations.",ECGFTIP,Implicit; Petroleum,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Petroleum",USD at constant 2021 prices,14289202510.0,18051631370.0,20749964620.0,23448617530.0,26083678270.0,27081015140.0,28085796060.0,29680816320.0,31905570430.0,34638241840.0,37850471550.0,41348741950.0,45387566770.0,49778419190.0,54428351890.0,59466268840.0
Vietnam,VN,VNM,Implicit Fossil Fuel Subsidies - Road damage,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941; IMF staff estimations.",ECGFTIR,Implicit; Road Damage,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Road Damage",Percent of GDP,0.0816133225305318,0.0992941523129719,0.103127923639169,0.10980294510674,0.115146698990119,0.111421489650558,0.116322445224131,0.108480247232791,0.105201287133687,0.101970893041969,0.098918544127735,0.0958642632901909,0.0928827050505088,0.0899778505555969,0.0870453901779794,0.0842014103857278
Vietnam,VN,VNM,Implicit Fossil Fuel Subsidies - Road damage,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941; IMF staff estimations.",ECGFTIR,Implicit; Road Damage,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Road Damage",USD at constant 2021 prices,218507927.0,280271700.2,313909446.0,357084564.2,401236732.9,399685596.6,428013090.1,427106259.8,439723496.0,454177337.9,470094554.0,486257095.9,502858605.7,519934310.1,536858537.1,554287780.4
Vietnam,VN,VNM,Implicit Fossil Fuel Subsidies - Total,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941; IMF staff estimations.",ECGFTI,Implicit,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit",Percent of GDP,8.51688173698042,9.937467021682,10.2623127676324,11.686495376356,12.9459537848285,13.0048306733758,12.9246245617659,12.6069863023789,13.0097855128079,13.2424790985162,13.7825791399605,14.1330273462991,14.4791894010059,14.8084977753627,15.1132323492072,15.4189740964441
Vietnam,VN,VNM,Implicit Fossil Fuel Subsidies - Total,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941; IMF staff estimations.",ECGFTI,Implicit,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit",USD at constant 2021 prices,22802725280.0,28049897330.0,31237290560.0,38005056280.0,45111082180.0,46650278350.0,47556673060.0,49635974330.0,54378691780.0,58981869480.0,65499502150.0,71687661260.0,78389028290.0,85570460140.0,93211918440.0,101501256200.0
