Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Vietnam,VN,VNM,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Telecommunications,Units,0.12,0.154,0.149,0.168,0.174,0.194,0.172,0.181,0.175,0.197,0.192,0.174,0.21,0.281,0.309,0.33,0.366,0.428,0.392,0.385,0.466,0.303,0.293,0.328
Vietnam,VN,VNM,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Textiles, textile products, leather and footwear",Units,0.203,0.24,0.268,0.332,0.464,0.565,0.284,0.195,0.151,0.172,0.143,0.12,0.158,0.178,0.213,6.175,6.356,6.223,6.607,7.299,8.794,3.334,3.129,5.12
Vietnam,VN,VNM,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Warehousing and support activities for transportation,Units,0.056,0.075,0.066,0.073,0.079,0.092,0.162,0.204,0.254,0.364,0.452,0.522,0.698,0.652,0.639,0.581,0.48,0.415,0.453,0.506,0.642,0.542,0.566,0.599
Vietnam,VN,VNM,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Water supply; sewerage, waste management and remediation activities",Units,0.046,0.058,0.057,0.063,0.067,0.074,0.073,0.082,0.084,0.1,0.1,0.095,0.104,0.119,0.141,0.155,0.16,0.171,0.21,0.221,0.263,0.219,0.223,0.23
Vietnam,VN,VNM,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Water transport,Units,0.856,1.036,1.017,1.419,1.286,1.192,2.755,2.993,3.061,3.442,3.385,3.619,4.169,3.964,4.958,4.428,3.733,3.633,4.013,5.135,8.34,13.168,13.132,12.848
Vietnam,VN,VNM,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wholesale and retail trade; repair of motor vehicles,Units,1.051,1.304,1.265,1.395,1.46,1.605,1.435,1.678,1.889,2.516,2.845,3.11,4.116,3.519,3.595,3.487,3.096,2.725,2.806,3.05,3.849,3.079,3.156,3.305
Vietnam,VN,VNM,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wood and products of wood and cork,Units,0.101,0.111,0.119,0.139,0.158,0.169,0.1,0.089,0.08,0.093,0.088,0.073,0.084,0.145,0.181,0.203,0.202,0.218,0.179,0.178,1.079,0.237,0.277,0.31
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Accomodation and food services,Units,461.0218713,486.4036768,443.1449908,478.9711505,491.6178819,501.5002143,439.4567098,421.3081977,350.2330762,294.8705486,215.1121734,146.4846006,104.6317506,145.8658701,180.8451744,214.1460699,216.480839,179.9043426,147.885136,121.8106363,123.579939,77.97188158,73.57746479,66.45613637
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Administrative and support services,Units,368.9129365,379.2250618,339.8243604,368.4210526,375.0,385.019251,432.2469983,467.7268475,456.4430838,463.515374,426.502678,365.7729229,385.806815,257.0506817,239.6726422,199.058029,141.811873,91.92924618,94.06403365,90.29579657,107.5872392,77.43997378,72.66225367,69.57489738
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Agriculture, hunting, forestry",Units,263.6983647,243.8426062,234.055355,232.9799729,224.8387921,207.4726769,247.61607,262.2429721,248.7733494,230.3746849,200.0615325,165.5061264,148.5446444,106.6749983,103.4187379,95.18455704,81.41882494,62.76824034,56.24562631,47.29475157,44.1825461,138.4234082,114.031764,122.4464931
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Air transport,Units,5535.117057,4461.490294,4390.38687,3872.008604,4012.972363,3710.40724,3423.788993,3526.524889,3079.306072,3026.338148,2947.478054,2501.491825,2278.133577,1753.531417,1816.819751,2022.578728,1639.099294,1491.534299,1484.493736,1315.789474,1461.999551,1480.275165,1488.568524,1486.805407
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Arts, entertainment and recreation",Units,302.3939521,326.8405414,286.4107252,316.1938534,318.1568843,327.5482767,356.9772833,340.9090909,288.110868,250.6804183,199.3036379,150.1378817,132.1548099,94.01569653,84.95331394,79.58115183,68.41021915,50.75621635,48.19373083,43.44827586,53.77012495,24.77538797,21.99191102,20.57185124
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Basic metals,Units,86.19685498,24.57968735,28.03400253,32.17733286,33.30202374,34.58303859,30.93261845,34.16483362,30.41732571,31.96855936,237.805667,256.8159949,212.2176485,12.34367387,14.84647763,293.1956769,308.9158191,265.0417492,299.610489,299.7410574,311.0200426,546.7199182,296.9854487,678.1106351
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Chemicals and pharmaceutical products,Units,5.454049632,4.603521694,5.292685509,14.64741578,20.98950525,21.15915363,29.98814422,31.65558721,26.33455862,47.40153409,29.25772079,23.35299902,28.65625403,18.90972992,15.0206534,226.5388003,231.3970099,244.22379,183.3024985,177.9049515,193.6474117,108.6642887,92.56514899,119.254244
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Coke and refined petroleum products,Units,638.4924991,591.4144534,607.9545455,824.0909729,938.8412017,955.4376003,1047.326906,1077.076082,937.6885288,1108.85459,751.8157059,601.9211276,562.9004785,390.6918126,364.4944483,337.8300473,237.8174788,173.4503782,163.1895482,162.1537017,179.3591227,178.2845468,169.202408,178.2928928
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Computer, electronic and optical products",Units,9.523809524,8.038585209,9.242144177,10.04841509,10.47120419,10.44176707,7.841459937,7.117898279,5.60758145,5.285645069,3.691944178,2.512562814,3.958096947,2.0500205,2.741716589,2.875790842,3.61093162,5.784342772,3.601075356,2.441977066,19.90500107,5.209632031,6.495434637,6.592581824
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Construction,Units,134.8153269,118.0589846,132.3259223,140.9973882,142.6872771,146.0456437,126.269864,161.3136365,176.2406995,190.1866446,183.1661938,173.3548478,186.7908402,146.6261884,174.7056172,159.1464057,125.4946297,102.70328,89.13856237,79.61646406,105.2923941,120.856119,109.4636505,106.7199119
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Education,Units,326.4378811,344.1663302,303.5647976,334.0062397,335.7293128,341.2941746,384.5546431,372.7598566,319.2943223,277.6422368,220.8588957,166.3071463,153.1715873,81.82800679,76.12256697,72.72647375,64.21493902,52.44388504,64.01937884,59.29569201,71.45027174,41.39603189,37.88572056,35.98205918
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Electrical equipment,Units,19.95261255,17.89473684,19.36295866,23.92344498,24.68232928,26.0854931,19.87083954,20.04309265,16.06600087,15.3478854,10.29188942,7.052700698,10.62503831,5.396206052,6.60630319,5.671044004,3.996003996,2.993583319,2.711095776,2.845091861,21.34902775,7.3005818,8.499011925,8.629855486
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Electricity, gas, steam and air conditioning supply",Units,5884.984026,6202.135692,8200.218276,10065.7056,8564.871194,9341.348218,8020.993702,9209.197981,8457.520698,8273.830307,8271.446863,7732.549093,6989.227632,7713.268883,7785.62371,9110.103186,7747.467794,6801.518962,6221.517367,6417.550211,7742.690967,9248.434644,8252.329024,9755.910322
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fabricated metal products,Units,58.00158186,49.27099045,55.55080762,63.45074433,66.13969995,68.12410974,59.26757752,69.00584795,64.70165349,71.1459443,58.3774675,49.63266911,57.47566863,36.42340811,43.86503606,37.98137791,26.54473692,20.83112665,18.66935274,17.21571517,35.44008728,19.35062622,20.17029015,20.66136526
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Financial and insurance activities,Units,233.5025381,261.5950226,221.5561058,247.9763587,247.8421702,256.0375671,267.618198,252.5480292,210.9803922,188.6677622,156.490508,120.9535538,107.9043642,81.89718049,80.37769714,81.67405114,75.76926638,61.5517309,58.14407678,53.43150043,64.44701845,34.71056727,31.80269579,29.9228612
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fishing and aquaculture,Units,802.4582968,712.1683711,753.8681753,784.2080442,802.5485906,790.8299271,951.9650655,987.7349252,887.8920142,784.0772014,592.2890669,451.7983657,344.020995,336.0778831,359.1079869,377.0644027,356.0540696,276.8418916,234.6795626,184.5635536,165.037381,126.9763251,124.0229612,111.5675092
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Food products, beverages and tobacco",Units,66.0365604,70.91452696,68.67961031,79.35749116,91.33730868,98.48311975,95.26271093,85.58372345,70.8725456,66.467922,44.62179839,32.86155848,27.56402371,21.33440309,18.20892465,120.7980195,97.98714509,73.92753615,68.63611676,66.89143089,70.27973384,22.37283036,22.18051719,26.92621866
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Human health and social work activities,Units,353.7678701,370.2188587,331.075997,362.5883228,371.2255773,376.0013078,390.7103825,359.9354598,290.6350915,241.8604651,185.0014176,132.6579836,109.4280359,81.0636929,73.47922104,68.85185863,59.71097348,44.91782996,41.90408054,37.16403053,47.25634072,19.21229587,15.72989978,13.9389356
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",IT and other information services,Units,201.9002375,235.5250245,192.3076923,224.9297095,219.047619,224.9297095,240.3846154,227.2727273,188.8341544,167.6337847,140.5405405,110.3448276,96.5623793,73.05936073,66.25347296,64.32748538,57.48098056,44.38081603,43.62801378,38.76354239,48.37842681,20.40495997,17.48761294,15.99040576
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Land transport and transport via pipelines,Units,1698.402276,1437.280621,1454.545455,1590.527377,1647.681694,1615.475487,1989.258208,2299.69644,2264.827806,2350.657483,1902.062667,1594.856454,1510.240828,1101.658411,1342.121182,1287.126437,1060.228473,908.3234847,818.1096108,784.5709119,815.8861341,747.6522753,712.7520538,664.3846141
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Machinery and equipment n.e.c.,Units,254.2372881,209.8235575,250.0,286.1478431,294.1176471,295.6989247,220.1320792,199.4597964,145.8145815,115.9666242,68.74481451,38.31803973,27.95662487,16.53733622,19.64987496,17.92212024,12.71725307,11.5671493,8.175222264,6.782860008,24.45507709,9.080960253,9.944655828,9.884157672
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Manufacturing nec; repair and installation of machinery and equipment,Units,6428.64699,5756.25,6331.608771,6511.363636,6249.224566,6045.963886,5466.278951,5541.817171,5148.888354,4702.433489,4163.231875,3555.325796,3334.781131,2865.534978,2956.622773,611.8267668,533.5607136,457.0336484,388.0642716,372.5818159,358.1323639,47.99043181,57.69809138,71.46090805
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, energy producing products",Units,29.35510504,28.26171119,29.19915963,30.26890046,30.34989932,32.79086714,34.95445837,40.99560761,43.09033763,40.48147883,35.02678519,28.81773094,27.03003675,51.03005103,77.77641013,94.3038774,97.93907348,104.411394,87.67787575,80.45373219,79.18143421,67.79575583,73.36856018,71.75619413
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, non-energy producing products",Units,150.7208388,132.7433628,142.4211597,150.8295626,153.698367,154.7303271,176.6091052,267.1891699,330.3488731,387.9728419,388.2113821,368.3209407,392.2138292,421.5428708,535.4946898,527.1744672,454.5454545,411.8924586,299.0595611,281.713076,628.7000342,849.4043027,975.2506764,1066.438655
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Mining support service activities,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6185567,17.30103806,14.70588235,12.36093943,13.71742112,19.26782274,17.57469244,15.23616049,8.602150538,7.347538575,6.359300477,352.5365434,607.5822245,738.9277389,842.037945
