Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Motor vehicles, trailers and semi-trailers",Units,12.66968326,10.69518717,11.24227094,11.11111111,11.94109062,10.99169516,15.71091909,19.60959087,20.85586281,24.26889941,22.37705335,22.49621458,32.34952021,18.37627256,20.98816405,18.2012176,12.24689745,11.29318491,6.753681491,4.70313076,21.99791478,12.94647786,15.00214316,14.6555103
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other non-metallic mineral products,Units,186.5047946,161.1346254,175.5224696,210.6115836,235.3775714,240.9924616,187.7518487,189.7334888,161.6274209,161.9743358,110.3008622,74.12320056,52.94734771,55.61383352,75.29111004,2736.940882,2490.104931,2039.094478,1870.468955,1789.174625,1982.756221,840.8155801,1136.088379,1415.552289
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other service activities,Units,422.5959465,422.125182,391.6973552,426.8696228,426.6750948,427.6985743,446.8718967,471.7548077,439.989586,421.2678937,363.3870415,303.2954214,262.1906395,204.6889089,185.7166976,144.7489991,99.49252137,60.50325134,56.15640599,49.51832178,58.83546358,29.14519282,26.07002607,24.74425903
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other transport equipment,Units,2.206531333,1.862197393,1.712915382,1.693193363,1.617337862,1.488759863,5.859375,17.73049645,22.5699669,22.93024378,20.27795638,17.97666858,20.79062958,15.0799522,20.83922921,20.6883581,16.95686339,15.55988768,16.51819952,16.00354121,34.22082406,21.50739989,23.67758811,22.32516604
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Paper products and printing,Units,68.50781417,59.63136971,61.50265957,80.499425,95.73132454,93.9034961,85.97285068,79.07167796,65.85387559,71.29875577,50.97258027,38.37719298,37.26968174,26.5633301,24.57505632,416.0106738,368.6475979,304.5446528,257.8540396,246.4626164,285.1862278,80.7324892,92.27828822,191.1541157
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Pharmaceuticals, medicinal chemical and botanical products",Units,45.60260586,38.48268279,40.46535154,44.97751124,47.75549188,48.35164835,54.18218761,64.55579465,63.94884093,73.23707889,61.39273812,52.22321695,61.42660148,37.86683496,36.43525357,245.1948985,247.7021343,257.9155673,192.2499249,184.6485362,200.5893778,114.98636,97.50251927,123.5244309
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Postal and courier activities,Units,207.4074074,237.5,195.4022989,227.2727273,217.155266,229.7702298,262.295082,267.8571429,247.5502837,243.0133657,220.713073,190.6412478,198.9808299,184.8656643,219.2476344,267.3121448,286.5486403,323.0793013,277.2277228,256.0,270.938498,214.7626782,208.6126005,198.4218187
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Professional, scientific and technical activities",Units,288.6102044,311.7297376,269.4051747,297.9172159,305.7090239,315.8488438,319.3479423,308.0654942,264.872819,239.4122018,199.2941665,156.0016483,142.9419329,101.9731098,95.79233007,88.56418667,75.77128966,58.25412816,53.20320575,47.67493032,57.64908105,28.37618717,25.37852719,23.79641284
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Public administration and defence; compulsory social security,Units,304.4812769,331.6062176,284.0259245,310.9101187,309.603096,315.6325077,369.4145406,366.1311914,324.2459397,283.8527428,231.4302081,179.3314057,177.1433251,120.5285564,122.6708075,119.9103033,104.8106448,86.67914846,87.19854324,76.90335811,86.41604473,52.72425518,49.42261977,47.94226308
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Publishing, audiovisual and broadcasting activities",Units,341.4264036,355.0677857,331.2027891,366.3423011,351.758794,365.1115619,308.5483055,289.3890675,242.7377636,212.566427,175.5765199,135.9786001,129.237685,97.70395701,94.52660467,88.98776418,78.37935608,60.25326797,60.1726694,54.36424041,66.01333878,36.36363636,33.20971938,32.3919425
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Real estate activities,Units,229.787234,258.6578531,223.3086681,250.7182032,250.7172259,258.5315408,299.6764856,303.7329005,275.9359721,265.663633,231.5018961,191.3050002,184.683265,134.6308627,123.9839255,106.8371618,78.74584598,49.55568131,47.28767565,42.91795576,53.46640528,24.15148398,21.48594035,19.72509609
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Rubber and plastics products,Units,8097.06258,7234.370188,7975.92068,8205.235895,7877.490972,7616.644097,6527.914345,6614.102946,6143.004469,5630.864781,4973.122843,4244.043321,3982.690986,3414.349514,3515.211362,695.9987736,604.4239111,514.6717332,442.2811129,425.8883513,406.5765039,37.87349759,50.72463768,68.49410616
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Telecommunications,Units,281.030445,304.4681692,270.9090909,301.9410496,298.7637363,306.573957,307.5272662,293.9743382,246.3054187,217.7758125,177.9095626,137.159073,139.0728477,103.2708563,106.3134354,103.5554021,99.60538849,98.64023969,81.37338343,69.19358027,75.48881437,42.99518965,38.60240837,39.51521577
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Textiles, textile products, leather and footwear",Units,61.61036754,61.48170919,63.14648571,77.3189874,103.2303996,106.3970021,57.61934712,37.90897957,25.43843394,22.76035464,15.86104395,11.3225706,12.52536783,8.978109553,10.05784441,265.9494287,229.5985637,186.2928237,168.8124871,162.4075207,177.6318049,59.76313436,47.90813397,71.96155679
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Warehousing and support activities for transportation,Units,229.3202293,260.1456816,210.5263158,235.1804124,235.3992849,248.0452952,301.3392857,344.4200574,371.6710565,418.3427192,435.4108467,427.7636647,480.5838612,337.0379943,309.2334495,256.4555286,183.7461241,134.5306017,125.4083384,121.2760348,138.6968545,102.5660434,99.44654309,96.23726744
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Water supply; sewerage, waste management and remediation activities",Units,325.5484784,346.4755078,313.1868132,342.2053232,347.6907109,353.3906399,381.400209,388.8098625,345.1109285,322.7888961,270.5627706,218.6421174,201.1216399,172.3388849,191.1605206,191.6656362,171.5817694,155.2992462,156.8568868,142.9218134,153.3080734,111.8202706,105.7172656,99.70521935
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Water transport,Units,4514.767932,4174.053183,3820.435763,4813.432836,4734.904271,4130.28413,6432.407191,6343.789741,5622.703894,4966.094359,4093.602612,3722.868018,3603.284356,2902.115821,3397.985059,2768.019004,2023.744985,1667.890919,1681.612471,1862.937164,2727.272727,3771.877059,3492.460307,3124.513619
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wholesale and retail trade; repair of motor vehicles,Units,351.0471292,367.6346208,328.0261384,357.5547866,357.483901,361.7227468,320.5414582,340.2546841,331.9334376,347.2691888,329.1452635,306.0782616,340.3424924,241.0026367,230.4945213,203.9157437,157.0146922,117.0341611,108.9636801,102.5409996,116.6388378,81.73070542,77.7820771,74.48306947
Vietnam,VN,VNM,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wood and products of wood and cork,Units,224.2451155,208.0209895,205.1370453,236.8376214,257.1614583,253.1835206,167.4200569,135.2789178,105.374078,96.21353197,76.30939993,53.85069342,52.06073753,49.87102322,58.27993689,59.61820852,51.44530753,47.01518288,32.96318804,28.37919709,155.0621542,29.83458798,32.37229306,33.13063087
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Accomodation and food services,Units,817.6904547,799.9373172,792.3925542,868.711504,843.18307,845.0849801,787.3514515,854.807243,786.1127769,773.6232481,723.3984222,659.160179,653.1014114,597.1957049,625.9173293,669.5235991,569.1278758,479.313536,426.7541873,421.7819587,495.9175817,505.8380198,444.8102738,477.6562341
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Administrative and support services,Units,677.6792296,597.6110736,572.4689419,612.6620912,597.9602363,600.2872979,724.5071875,797.6176899,770.9978193,789.641454,758.8617269,678.3085958,708.1357189,490.279018,517.5877802,425.2699569,313.4299294,245.5425733,231.2450236,245.1025857,305.7592169,289.3064018,258.9046133,276.3732738
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Agriculture, hunting, forestry",Units,599.7571021,542.1565207,571.6338264,607.235347,563.6151927,531.6021375,609.7609678,629.4524006,560.9062202,530.8389178,473.4333683,398.4090998,353.8280677,306.2372126,337.0510722,348.1354978,301.3200392,273.1746855,248.5087194,250.4148772,294.2732399,441.7583537,368.3227813,399.5660598
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Air transport,Units,6749.586145,5459.028241,5453.556725,4973.568917,5018.845942,4681.403979,4244.491822,4434.249976,3959.496642,3896.722057,3756.45042,3202.341135,2900.470025,2272.155886,2432.64541,2291.166342,1847.857442,1685.116688,1664.431583,1505.87602,1691.643944,1672.312349,1653.976173,1658.625011
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Arts, entertainment and recreation",Units,670.1492123,645.7336882,665.4486521,749.347094,694.9526494,711.1630234,945.0437838,1010.754089,888.0007763,819.948022,744.1441846,622.7632916,596.321188,387.9002037,385.2089459,432.6069514,353.9320411,289.3857128,250.810787,267.7132663,349.0025495,314.0039132,281.1183028,333.3363481
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Basic metals,Units,903.8951462,683.1945582,897.719931,1046.515761,861.8753004,875.7561637,914.9371254,993.9995709,815.706541,749.4275609,939.5858973,835.5343768,619.2301886,262.1449658,366.7944083,700.7370507,655.9548044,615.405079,714.8016926,752.9672212,867.7665098,1262.765057,855.6698523,1432.94571
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Chemicals and pharmaceutical products,Units,804.0908534,669.3881265,776.6336472,860.8239917,768.735923,710.7903707,796.3587738,821.5248874,695.2939457,701.8670552,640.5158661,554.373131,481.9643186,408.2083359,456.3904818,652.6131207,572.3544915,553.9670982,473.1981667,480.6369498,556.771691,509.862988,431.3622444,503.6638321
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Coke and refined petroleum products,Units,1302.980488,1149.754166,1222.047623,1483.911123,1526.175637,1488.67838,1645.341077,1675.370024,1438.440558,1576.382698,1094.874462,862.419992,756.4283027,580.6171331,609.3237645,550.9214377,406.6652712,332.6318468,311.142872,321.8774774,374.5746943,400.921019,354.1089821,362.0456113
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Computer, electronic and optical products",Units,410.1889182,326.8658367,358.6953939,387.4779416,321.925753,289.8915116,308.59022,326.1563875,278.6051584,277.8067594,258.3588809,220.0233163,254.718354,181.895338,241.3303676,361.4894931,319.3127124,208.5155419,173.9113344,166.1427161,205.6474773,198.0222845,160.409175,211.0542174
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Construction,Units,923.9177523,753.6514475,876.7222163,945.0134004,853.8075381,811.7503662,719.1722229,790.7389065,723.3156618,711.9371756,655.3869054,571.7615379,484.8996998,409.8905706,513.6079404,803.6353353,718.3525159,747.3716549,710.9273347,723.5668702,874.567215,732.5056041,692.6952108,801.290781
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Education,Units,516.9206159,500.1047982,473.850586,520.1163727,499.4043706,499.8525872,656.9325511,691.1061895,623.057555,586.5323111,534.8837265,464.1031111,507.6841718,156.7513306,160.1482391,155.8994264,128.1475425,120.6787863,194.5060172,213.5460154,284.6468143,286.4152948,252.3242379,283.7758359
Vietnam,VN,VNM,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Electrical equipment,Units,634.4900458,502.4610053,588.8659534,635.9295326,541.6584979,500.6051051,470.2566035,466.8585574,373.2465696,333.9682427,280.9960992,216.4023216,229.8916237,169.730769,243.4770241,202.1174064,177.428937,185.3295783,214.489201,255.1893664,339.8518143,409.6534871,306.5576959,422.9112494
