Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,GCAM,Below 2°C,EJ/yr,,,,,0.254,0.28,0.3163,0.328,0.3386,0.3484,0.3605
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.2628,0.2813,0.3023,0.3215,0.347,0.3508,0.3537
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.2643,0.2837,0.3059,0.3221,0.35,0.3541,0.3647
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,GCAM,Fragmented World,EJ/yr,,,,,0.2567,0.2771,0.3007,0.3273,0.353,0.361,0.3693
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,GCAM,Low Demand,EJ/yr,,,,,0.2512,0.2774,0.3197,0.3239,0.3439,0.3535,0.3664
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.2552,0.2797,0.3029,0.3368,0.3542,0.3574,0.3598
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.2523,0.2769,0.303,0.3146,0.3388,0.3559,0.3648
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.3504,0.3845,0.4143,0.4158,0.4172,0.4158,0.4143
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.3511,0.3852,0.3875,0.4137,0.4158,0.4138,0.4119
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.3515,0.3859,0.3884,0.417,0.4187,0.4177,0.4165
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.3509,0.3853,0.3874,0.4171,0.4187,0.4176,0.4165
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.3498,0.3834,0.4127,0.4137,0.4147,0.4129,0.4109
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.3505,0.3845,0.3821,0.4154,0.4162,0.4153,0.4139
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.3499,0.3835,0.4129,0.414,0.4149,0.4131,0.4111
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.3893,0.498,0.5715,0.5693,0.5178,0.4775,0.4278
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.4095,0.5197,0.5937,0.6134,0.5938,0.5525,0.4965
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.411,0.5232,0.5994,0.5709,0.5542,0.4945,0.444
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.3925,0.5014,0.5759,0.5875,0.5629,0.5169,0.4552
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.4046,0.5111,0.5507,0.5054,0.4869,0.4654,0.4161
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.3894,0.4962,0.5684,0.5907,0.5586,0.4961,0.4349
Vietnam,VN,VNM,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.3886,0.5056,0.5853,0.5313,0.5155,0.4673,0.4122
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,GCAM,Below 2°C,EJ/yr,,,,,0.0,0.0017,0.0059,0.0116,0.0162,0.0275,0.0469
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0,0.0015,0.0053,0.0099,0.0149,0.0207,0.0265
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0,0.0015,0.0053,0.0088,0.0131,0.0234,0.0397
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,GCAM,Fragmented World,EJ/yr,,,,,0.0,0.0016,0.0056,0.0106,0.0161,0.0239,0.0324
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,GCAM,Low Demand,EJ/yr,,,,,0.0,0.0014,0.005,0.0144,0.0217,0.0426,0.1396
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0,0.0016,0.0055,0.0096,0.0142,0.0204,0.0274
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0,0.0016,0.0058,0.0152,0.026,0.0766,0.1898
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.0,0.0035,0.0034,0.0055,0.0162,0.0319,0.0664
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0,0.0035,0.0039,0.0037,0.0037,0.0035,0.0033
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0,0.0035,0.0039,0.0036,0.0227,0.0508,0.0967
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.0,0.0035,0.0039,0.0038,0.0035,0.0036,0.0036
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.0,0.0035,0.021,0.0453,0.0549,0.1062,0.1963
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0,0.0035,0.004,0.0038,0.0036,0.0033,0.0032
Vietnam,VN,VNM,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0,0.0035,0.0033,0.0032,0.003,0.0029,0.0027
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Below 2°C,Mt CO2/yr,,,,,0.0,0.0166,0.1026,3.0043,6.9441,9.6255,11.7009
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,0.0,0.011,0.0548,0.2354,0.3634,0.4348,0.4819
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,0.0,0.011,0.0549,1.0399,3.6974,6.1796,9.001
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Fragmented World,Mt CO2/yr,,,,,0.0,0.0114,0.0556,0.2458,0.3753,0.4541,0.5077
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Low Demand,Mt CO2/yr,,,,,0.0,0.0112,0.0775,3.6025,8.5161,11.3295,13.3702
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,0.0,0.0119,0.0594,0.4621,0.9553,1.3537,1.8608
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,0.0,0.0179,0.136,4.5949,10.1233,12.9139,14.6242
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,,,,,0.0,0.0,0.0,3.338,7.2257,6.9759,6.7539
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,1.0967,1.0667
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,,,,,0.0,0.0,0.0,0.5305,0.5124,4.3245,4.229
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,,,,,0.0,0.0,0.0,7.1933,24.595,35.9596,59.4003
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,0.0,0.0,27.9563,57.6524,63.4414,54.8918,47.764
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,1.923,3.9201
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,1.5191,3.7256,5.6194
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Low Demand,Mt CO2/yr,,,,,0.0,0.0,0.0,1.4412,3.0979,4.5745,6.3784
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,1.3336,2.9263,4.6658,5.1261
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,GCAM,Below 2°C,EJ/yr,,,,,1.326,1.574,1.7075,1.8087,1.7943,1.7594,1.5454
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,1.2845,1.4833,1.5931,1.7097,1.8016,1.8991,1.9992
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,1.2763,1.4717,1.5779,1.7963,1.7927,1.7733,1.6402
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,GCAM,Fragmented World,EJ/yr,,,,,1.3035,1.5228,1.6543,1.8122,1.8614,2.0105,2.1554
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,GCAM,Low Demand,EJ/yr,,,,,1.3699,1.6377,1.7065,1.7808,1.7399,1.2483,0.6895
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,1.3251,1.5511,1.6934,1.8159,1.8676,1.9593,2.0274
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,1.3671,1.6369,1.7137,1.739,1.4905,0.813,0.3866
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,2.1942,2.713,2.9396,2.6989,2.3839,1.7864,1.4433
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,2.2193,2.8845,3.2523,3.2712,3.2037,2.9755,2.7306
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,2.2238,2.8948,3.2674,2.8654,2.1866,1.5506,1.247
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,2.1991,2.8664,3.2436,3.0519,2.6029,2.0778,1.5189
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,2.1829,2.6893,1.9605,1.3353,0.8906,0.6401,0.4827
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,2.1953,2.7126,3.0388,3.0808,3.0014,2.7221,2.3801
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,2.1851,2.6943,2.173,1.5549,1.1079,0.8458,0.5908
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,1.2977,1.6405,1.8535,1.8894,1.7687,1.6254,1.4505
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,1.2637,1.589,1.7442,1.7612,1.6762,1.7398,1.7796
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,1.2554,1.5787,1.7316,1.8428,1.8111,1.7341,1.5853
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,1.2897,1.6037,1.7594,1.7905,1.6997,1.7691,1.8128
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,1.3007,1.6456,1.6822,1.4549,1.1114,0.7876,0.5961
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,1.2937,1.6182,1.8141,1.8693,1.8186,1.8658,1.8645
Vietnam,VN,VNM,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,1.3165,1.6772,1.8701,1.7727,1.4594,1.0863,0.8554
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Below 2°C,Mt CO2/yr,,,,,82.2525,2.0022,-5.765,-17.6471,-29.5292,-34.5531,-39.577
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,82.2525,6.0613,2.3532,-6.2179,-14.789,-15.255,-15.721
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,82.2525,8.5552,7.341,-8.0938,-23.5286,-32.1053,-40.6819
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Fragmented World,Mt CO2/yr,,,,,82.2525,7.6823,5.5953,-0.2462,-6.0876,-7.066,-8.0444
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Low Demand,Mt CO2/yr,,,,,82.2525,2.2905,-5.1883,-14.2882,-23.388,-32.4879,-41.5878
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,82.2525,6.1031,2.4369,-6.0924,-14.6217,-18.2879,-21.9542
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,82.2525,1.8154,-6.1385,-15.7135,-25.2884,-34.8634,-44.4383
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,,,,,82.2525,-26.3052,-75.174,-97.3913,-118.3709,-124.3709,-129.2484
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,82.2525,-28.7991,-67.3676,-83.6922,-100.7315,-108.1239,-116.3921
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,82.2525,-26.3052,-62.3798,-87.3981,-110.2408,-118.3958,-124.8693
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,,,,,82.2525,-27.1781,-64.1255,-89.8661,-114.9523,-127.1159,-137.0553
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,,,,,82.2525,-23.9361,-70.4391,-88.0591,-103.9956,-112.511,-119.2844
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,82.2525,-27.1781,-64.1255,-83.058,-106.2723,-118.0356,-130.0942
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,82.2525,-23.9361,-71.9581,-90.9403,-108.2225,-114.3998,-120.1772
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,,,,,82.2525,-5.2781,-12.9282,-57.6906,-63.6522,-60.0045,-56.5818
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,82.2525,10.681,18.5953,20.2645,16.6946,32.0174,63.6662
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,82.2525,13.1749,23.583,-60.781,-67.0054,-62.0315,-55.96
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,,,,,82.2525,12.302,21.8373,-16.3294,-11.9655,-10.7603,-16.9541
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Low Demand,Mt CO2/yr,,,,,82.2525,-8.5726,-20.1011,-76.6825,-86.831,-89.9788,-95.4842
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,82.2525,-2.537,-2.8247,-4.2801,-8.048,-10.6434,-11.4762
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,82.2525,-5.6459,-17.5646,-80.6799,-92.8269,-97.3383,-92.3481
Vietnam,VN,VNM,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.0014,0.0026,0.0041,0.0057,0.0069,0.0079,0.0085
Vietnam,VN,VNM,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0015,0.0028,0.0041,0.0054,0.0064,0.0072,0.0078
Vietnam,VN,VNM,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0012,0.0023,0.0035,0.0046,0.0057,0.0066,0.0071
Vietnam,VN,VNM,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.0013,0.0023,0.0035,0.0044,0.0053,0.0059,0.0063
Vietnam,VN,VNM,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.0028,0.0049,0.0074,0.0095,0.0109,0.0115,0.0118
Vietnam,VN,VNM,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0015,0.0027,0.0041,0.0054,0.0064,0.0072,0.0077
Vietnam,VN,VNM,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0016,0.0033,0.006,0.0093,0.0126,0.0151,0.0167
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,GCAM,Below 2°C,EJ/yr,,,,,1.7278,2.1228,2.4017,2.603,2.5128,2.3193,1.9197
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,1.755,2.0389,2.2062,2.3625,2.4759,2.5152,2.5438
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,1.7527,2.0363,2.2035,2.6004,2.6625,2.6575,2.4839
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,GCAM,Fragmented World,EJ/yr,,,,,1.766,2.0862,2.2936,2.5245,2.6043,2.7464,2.8819
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,GCAM,Low Demand,EJ/yr,,,,,1.7268,2.1336,2.3622,2.5414,2.2831,1.7492,1.071
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,1.7938,2.1237,2.3478,2.5517,2.619,2.6518,2.6221
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,1.6549,2.0877,2.3725,2.3737,2.1038,1.3654,0.7807
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,2.1537,2.6755,2.9482,2.7016,2.3957,1.8043,1.4559
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,2.1939,2.7377,2.9188,3.1231,3.1658,2.9407,2.6999
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,2.1954,2.7409,2.9234,2.8045,2.1748,1.5406,1.2673
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,2.1806,2.7279,2.9126,2.9129,2.5722,2.0369,1.486
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,2.189,2.7119,1.9391,1.3462,0.9086,0.629,0.4641
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,2.1706,2.6906,3.0337,3.0629,3.008,2.7412,2.3934
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,2.1423,2.6583,2.1613,1.5304,1.065,0.7222,0.4746
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,1.9362,2.3175,2.5103,2.4709,2.2662,1.9821,1.612
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,1.8604,2.2063,2.3424,2.3172,2.2176,2.1736,2.0382
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,1.8562,2.2002,2.3348,2.5,2.4585,2.2374,1.8627
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,1.8781,2.2184,2.3575,2.4121,2.3668,2.3704,2.2504
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,1.977,2.3339,2.3214,2.0173,1.5537,1.0464,0.6882
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,1.8913,2.244,2.4183,2.4279,2.3394,2.2869,2.1131
Vietnam,VN,VNM,Transition Pathways,Primary energy,Oil,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,1.9457,2.3546,2.5184,2.366,1.9515,1.3685,0.8278
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,GCAM,Below 2°C,US$2010/t CO2,,,,,0.0,13.3835,66.0397,141.6786,206.9735,285.4906,387.2225
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,GCAM,Current Policies (Hot house world scenario),US$2010/t CO2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,GCAM,Delayed Transition (Disorderly scenario),US$2010/t CO2,,,,,0.0,0.0,0.0,74.7023,145.5809,227.2169,323.7008
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,GCAM,Fragmented World,US$2010/t CO2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,GCAM,Low Demand,US$2010/t CO2,,,,,0.0,0.0,70.8755,181.3064,300.7883,548.1698,688.8729
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,GCAM,Nationally Determined Contributions (NDCs),US$2010/t CO2,,,,,0.0,3.585,5.034,21.707,36.3218,55.5519,73.775
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,GCAM,Net Zero 2050 (Orderly scenario),US$2010/t CO2,,,,,0.0,19.3137,142.1945,281.177,448.0665,768.9933,938.136
Vietnam,VN,VNM,Transition Pathways,Carbon price,Price: Carbon,MESSAGEix-GLOBIOM,Below 2°C,US$2010/t CO2,,,,,1.8955,0.0,42.6312,53.7199,72.8083,93.0186,120.4726
