Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Vietnam,VN,VNM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/ET. Date of Access: 28-09-2021",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.024,-0.232,-0.299,0.066,-0.003,0.484,-0.125,-0.305,0.531,-0.06,-0.472,0.01,0.459,-0.374,0.174,-0.559,-0.101,0.043,0.323,0.27,0.403,0.14,0.017,-0.183,-0.076,0.035,1.001,0.13,-0.032,0.334,0.548,0.047,0.292,0.358,0.369,0.014,0.318,1.307,0.737,0.122,0.679,0.715,1.074,0.371,0.817,0.885,0.518,0.216,0.691,1.113,0.128,0.764,0.928,0.551,1.18,1.139,1.103,0.78,1.734,1.418,1.025,0.945,1.333
