month,year,name,gas,main_sector,total_emissions
1,2021,Thái Nguyên,co2,Công nghiệp,45319.93
1,2021,Thái Nguyên,co2,Giao thông,10495.54
1,2021,Thái Nguyên,co2,Nông nghiệp,981.05
1,2021,Thái Nguyên,co2,Năng lượng,47241.22
1,2021,Thái Nguyên,co2,Đất đai,1279.41
1,2021,Thái Nguyên,co2e_20yr,Chất thải,7454.53
1,2021,Thái Nguyên,co2e_20yr,Công nghiệp,48582.44
1,2021,Thái Nguyên,co2e_20yr,Giao thông,10755.09
1,2021,Thái Nguyên,co2e_20yr,Nông nghiệp,9156.8
1,2021,Thái Nguyên,co2e_20yr,Năng lượng,54157.33
1,2021,Thái Nguyên,co2e_20yr,Đất đai,1279.41
1,2021,Thái Nguyên,n2o,Chất thải,375.45
1,2021,Thái Nguyên,n2o,Công nghiệp,104.43
1,2021,Thái Nguyên,n2o,Giao thông,90.96
1,2021,Thái Nguyên,n2o,Nông nghiệp,592.04
1,2021,Thái Nguyên,n2o,Năng lượng,203.47
1,2021,Thái Nguyên,n2o,Đất đai,0.0
1,2021,Tuyên Quang,ch4,Chất thải,2642.82
1,2021,Tuyên Quang,ch4,Công nghiệp,15.0
1,2021,Tuyên Quang,ch4,Giao thông,46.38
1,2021,Tuyên Quang,ch4,Nông nghiệp,5733.27
1,2021,Tuyên Quang,ch4,Năng lượng,1016.2
1,2021,Tuyên Quang,ch4,Đất đai,0.0
