month,year,name,gas,main_sector,total_emissions
1,2021,Phủ Lý,co2,Công nghiệp,125513.83
1,2021,Phủ Lý,co2,Giao thông,9001.17
1,2021,Phủ Lý,co2,Nông nghiệp,2481.66
1,2021,Phủ Lý,co2,Năng lượng,4459.31
1,2021,Phủ Lý,co2,Đất đai,256.39
1,2021,Phủ Lý,co2e_20yr,Chất thải,3358.32
1,2021,Phủ Lý,co2e_20yr,Công nghiệp,128612.2
1,2021,Phủ Lý,co2e_20yr,Giao thông,9221.89
1,2021,Phủ Lý,co2e_20yr,Nông nghiệp,23047.96
1,2021,Phủ Lý,co2e_20yr,Năng lượng,4550.52
1,2021,Phủ Lý,co2e_20yr,Đất đai,256.39
1,2021,Phủ Lý,n2o,Chất thải,1.62
1,2021,Phủ Lý,n2o,Công nghiệp,37.13
1,2021,Phủ Lý,n2o,Giao thông,77.11
1,2021,Phủ Lý,n2o,Nông nghiệp,33.16
1,2021,Phủ Lý,n2o,Năng lượng,70.27
1,2021,Phủ Lý,n2o,Đất đai,0.0
1,2021,Sông Mã,ch4,Chất thải,7.06
1,2021,Sông Mã,ch4,Công nghiệp,0.02
1,2021,Sông Mã,ch4,Giao thông,3.78
1,2021,Sông Mã,ch4,Nông nghiệp,144.55
1,2021,Sông Mã,ch4,Năng lượng,0.03
1,2021,Sông Mã,ch4,Đất đai,0.0
1,2021,Sông Mã,co2,Chất thải,0.02
1,2021,Sông Mã,co2,Công nghiệp,7.99
1,2021,Sông Mã,co2,Giao thông,240.57
1,2021,Sông Mã,co2,Nông nghiệp,1.4
1,2021,Sông Mã,co2,Năng lượng,7.84
1,2021,Sông Mã,co2,Đất đai,45.59
1,2021,Sông Mã,co2e_20yr,Chất thải,7.15
1,2021,Sông Mã,co2e_20yr,Công nghiệp,13.34
1,2021,Sông Mã,co2e_20yr,Giao thông,246.46
1,2021,Sông Mã,co2e_20yr,Nông nghiệp,150.8
1,2021,Sông Mã,co2e_20yr,Năng lượng,8.01
1,2021,Sông Mã,co2e_20yr,Đất đai,45.59
1,2021,Sông Mã,n2o,Chất thải,0.0
